	GSM1233280	GSM1233282	GSM1233283	GSM1233284	GSM1233286	GSM1233287	GSM1233288	GSM1233289	GSM1233290	GSM1233291
151126	3	0	11	19	16	4	0	6	3	13
101927073	1	0	0	0	4	0	0	0	0	2
107985967	0	0	0	0	0	0	0	0	0	0
100302172	0	0	0	0	0	0	0	0	0	0
57703	1232	1186	447	1130	720	863	1237	437	903	1135
105373767	0	0	0	0	1	0	0	0	0	0
105373768	0	0	0	0	0	0	0	0	0	0
105373769	0	0	0	0	1	0	0	0	0	0
105373770	0	0	0	0	0	0	0	0	0	0
101669767	0	0	0	0	0	0	0	0	1	0
105373771	0	0	0	0	0	0	0	0	0	0
105373772	5	3	0	1	1	1	4	1	0	3
10477	1228	1343	283	1080	784	567	1290	392	957	1212
107985831	0	29	0	3	1	0	1	0	0	1
101927156	476	342	29	351	260	87	338	91	345	295
100616213	3	2	0	4	2	1	3	1	3	1
3676	7818	7395	2576	7104	4602	4324	11391	3148	8697	8505
375298	1229	1029	494	1172	869	926	1537	547	1074	1177
4760	0	0	0	0	14	0	0	0	0	1
6744	3456	2866	3792	3729	2457	6776	2105	2407	2668	3958
151242	0	0	0	0	0	0	0	0	1	0
102724288	0	0	0	1	4	4	0	0	0	2
5136	0	0	0	0	13	0	0	0	0	3
101929976	0	0	0	0	3	0	0	1	0	1
54431	4409	3779	1475	4011	2905	2429	4893	1707	2860	4409
2487	0	0	0	0	1	0	0	3	3	0
10787	172	221	91	194	179	196	299	91	240	162
142679	71	41	53	92	56	34	126	27	66	36
129401	208	231	111	142	120	116	272	55	173	203
105373774	259	298	25	299	217	78	399	97	213	278
105373775	0	0	0	0	0	0	0	0	0	0
105373777	0	0	0	0	0	0	0	0	0	0
102724340	0	0	0	0	0	0	0	0	0	0
105373776	0	0	0	1	3	0	0	0	0	0
100616305	0	0	0	0	0	0	0	0	0	0
107985968	0	0	0	0	0	0	0	0	0	0
105373779	0	0	0	0	0	0	0	0	0	0
105373780	406	335	206	447	321	439	349	183	275	471
91752	107	51	18	37	43	41	7	27	46	108
105373782	0	0	0	0	1	0	0	0	0	0
105373781	0	0	0	0	2	0	0	0	0	0
107985832	0	0	0	0	0	0	0	0	0	0
101927196	0	0	0	2	0	0	0	0	1	0
107985782	0	1	0	54	4	5	135	1	12	2
401024	87	194	20	200	99	21	193	74	139	153
107985781	2	13	7	14	9	5	9	3	12	7
107985783	316	654	31	450	392	62	528	155	380	393
101927217	28	46	0	36	48	25	27	13	44	33
105373785	323	306	18	265	261	90	322	116	274	241
55854	1869	2133	1290	1528	1165	1656	2265	717	1779	1620
107985784	22	69	4	28	25	15	47	11	42	29
3685	724	479	291	626	549	513	662	264	521	675
165215	22	16	2	23	6	5	44	2	48	23
151112	0	0	0	0	1	0	0	0	0	1
105373786	0	1	1	2	1	0	4	0	0	0
10203	179	108	67	148	120	222	142	92	128	164
7035	85	126	152	128	131	239	100	87	71	156
105373788	0	0	0	0	0	0	0	0	0	0
104355152	0	0	0	0	1	0	0	0	0	0
51454	0	0	0	2	1	1	0	0	0	2
693146	0	0	0	0	0	0	0	0	0	0
105373790	0	0	0	0	0	0	0	0	0	0
116093	0	0	0	0	20	0	0	0	0	0
105373791	0	0	0	0	0	0	0	0	0	0
1281	0	0	0	0	3	19	0	0	0	0
100302219	0	0	0	0	0	0	0	0	0	0
100616324	0	0	0	0	0	0	0	0	0	0
100500837	0	0	0	0	0	0	0	0	0	0
1290	20	29	0	2	8	4	24	6	251	175
100422908	0	0	0	0	0	0	0	0	0	0
101927252	21	5	3	3	6	6	4	4	127	121
84128	1288	1425	462	1602	849	764	1458	476	966	1302
30061	3546	2725	3496	4465	3025	6710	3301	2630	2166	6042
54529	835	573	320	616	285	372	726	168	368	718
110599588	126	98	45	116	59	75	131	27	61	122
105373793	21	15	23	65	8	11	46	12	52	35
150709	553	556	92	551	426	208	501	153	711	408
64172	459	579	79	604	378	165	569	124	556	461
101409258	17	41	7	41	12	13	30	9	8	27
94101	3217	2710	1379	2460	1947	1799	3984	908	2069	2412
5378	695	1071	433	775	423	413	985	290	797	890
105373796	31	116	19	36	57	20	68	16	60	60
84281	2051	1283	932	1757	1472	1850	2077	789	1361	1513
105373795	23	50	4	0	7	0	2	4	0	2
2660	0	3	0	0	1	2	1	0	18	2
105373794	31	9	2	22	25	16	20	6	21	35
26275	540	628	177	531	493	250	587	190	438	499
3628	228	221	143	302	194	232	195	161	145	148
54842	1588	1865	390	2208	1467	865	2213	748	2298	1473
105373802	384	479	86	618	442	195	732	248	557	442
100131211	776	1115	215	1108	708	358	1415	468	982	1017
105376748	83	91	21	24	32	39	51	20	34	26
4664	1271	1309	1127	1187	899	1552	1140	621	749	1525
2744	6470	6638	5676	6904	4795	7668	8212	4735	5742	6839
6772	8364	10361	21825	15942	7106	43926	9974	27126	10900	10985
105373805	121	262	51	195	120	86	403	63	223	158
107985785	38	128	9	62	98	14	110	34	188	52
6775	2447	3445	514	2328	1572	814	4400	887	2857	2321
105373804	26	166	0	23	6	1	55	3	26	8
4430	40	200	20	73	25	31	127	39	81	37
107985833	0	0	0	0	0	0	0	0	0	0
64859	26191	23234	13855	31391	23714	27476	19138	14147	13430	34538
105747689	647	1205	347	1668	1429	988	693	463	693	1097
105373811	16	1	0	12	13	10	0	0	7	4
105373812	0	0	0	0	7	0	0	0	0	1
729254	0	3	0	0	5	0	0	1	0	2
8436	2140	1270	1458	2084	1889	3068	1348	718	1012	1449
23671	6	0	0	0	3	0	0	1	1	16
105373813	1	1	0	1	19	2	0	0	0	1
101927366	5	0	0	6	8	2	6	0	0	6
105376754	0	0	0	0	6	2	1	2	0	0
112268441	0	0	0	0	0	0	0	0	0	0
64002	0	0	0	0	0	0	0	0	0	0
107985969	0	0	0	0	0	0	0	0	0	0
105373815	1	0	0	0	0	0	0	0	0	0
101927406	0	0	0	0	0	0	4	1	0	5
105373816	2	0	0	0	3	0	1	0	1	15
105376755	30	3	2	4	7	1	0	2	2	3
101927431	31	0	0	3	13	5	11	5	1	2
105373817	4	0	0	10	9	5	18	5	7	21
105373818	0	0	0	0	0	0	1	0	0	2
57181	1374	2071	499	1553	1001	622	2360	620	1833	1737
56171	66	39	35	107	113	78	95	42	146	68
107985972	184	133	18	147	102	28	191	56	231	155
105373819	0	0	0	0	3	0	0	0	0	0
9262	27697	23232	9724	22899	14838	19952	21177	8492	15446	24881
101927454	18	45	13	55	20	34	26	22	26	55
57520	488	267	111	391	380	536	322	131	113	366
101927482	40	40	11	56	33	34	27	8	35	33
105373822	0	0	0	0	0	0	0	0	0	4
105373821	0	0	0	0	0	0	0	0	1	0
105373823	0	0	0	0	0	0	0	0	0	0
284992	14	2	9	18	21	8	40	4	15	14
100130452	0	0	0	0	1	0	0	0	0	0
9330	875	795	475	907	573	470	1100	287	779	778
401027	1	4	10	0	16	8	109	7	38	15
80055	406	385	524	367	411	801	756	602	458	399
91526	23469	20007	7429	20028	17167	15626	20789	8484	18768	18208
101927596	56	69	15	165	96	82	132	33	87	88
105373826	1145	866	126	752	870	257	1205	217	1136	778
101927547	2705	2972	331	2242	1856	933	2582	614	2398	1742
105373824	105	55	123	23	28	120	6	69	38	40
23451	27955	22156	8639	24479	16010	16176	25235	7602	13889	26103
80219	1357	1462	1468	1578	1232	2376	1530	872	1020	1513
3329	2002	2538	6669	2629	1873	4366	2857	1344	1701	2247
106635540	155	138	516	148	148	279	258	98	116	156
100529241	259	366	287	355	258	280	358	139	394	325
3336	91	123	283	128	79	105	184	81	115	122
25843	247	341	204	341	243	241	318	117	364	298
130132	164	113	100	235	233	104	183	87	270	165
92935	810	898	235	496	729	259	900	243	669	487
66037	87	24	1	20	42	27	87	12	9	58
105373828	2	19	8	18	12	3	50	2	3	9
5334	586	924	93	970	471	209	1011	256	289	608
101927619	0	0	0	0	3	6	0	0	0	7
105373831	0	0	0	7	0	0	0	0	0	0
105373830	0	0	0	1	0	5	2	0	0	2
23314	30	42	22	49	29	38	27	5	34	33
150538	0	0	0	0	0	0	0	0	0	0
101927641	0	0	0	0	1	0	0	0	0	1
348751	261	287	71	387	422	92	314	59	389	254
101927687	1	3	0	9	10	3	2	5	8	5
205327	466	538	313	603	355	530	496	206	534	489
129450	577	543	210	481	439	304	716	241	678	618
79568	201	264	133	213	168	192	164	106	159	179
105373833	0	0	0	0	2	0	0	0	0	0
26010	108	465	1500	232	82	1487	202	824	197	164
107985786	5	19	20	5	1	30	34	23	4	1
101927741	84	111	401	75	38	509	114	250	85	57
130535	145	259	125	197	128	129	260	83	229	156
151246	101	60	165	104	61	239	117	59	99	67
316	0	0	1	1	6	0	0	0	1	1
107161151	7	2	0	4	6	0	2	1	1	6
100507140	0	0	0	0	1	8	0	0	4	5
101927795	30	20	6	34	6	17	19	13	18	26
9689	3325	3200	2048	2967	2131	2866	3897	1458	2200	3190
1195	7352	6058	3917	6535	5851	4898	7551	2224	4268	7765
53938	230	454	84	359	261	237	385	101	229	370
60491	718	904	174	605	416	390	761	203	762	647
4999	1021	913	276	880	679	438	1125	274	827	967
105373835	138	97	60	145	89	68	115	30	143	171
285172	7054	5955	3301	9069	8847	5472	5008	2397	6153	10691
4709	271	274	291	349	220	375	323	89	129	242
105373836	121	330	201	195	117	321	233	152	97	175
8837	35004	35070	17213	38924	28111	26267	25703	13341	30597	37855
65072	947	1127	638	1196	802	1018	764	405	989	1026
843	2105	2771	2323	2728	1825	3225	2663	1982	2072	2103
841	4613	5220	1936	5171	3619	2936	5106	2033	5294	4011
130540	2750	3170	1925	3989	1962	3331	3208	1114	1911	3353
66008	4710	5900	2984	4756	4911	6801	4172	1862	3130	6545
55437	9354	23242	22423	15844	17568	37787	5978	6852	6135	26545
151254	52	61	13	37	39	34	50	22	68	58
65062	57	71	27	60	107	36	174	18	62	79
58538	12	16	4	3	27	9	9	0	1	21
57679	1045	761	179	1056	596	413	914	259	981	1082
65061	14	2	5	19	36	27	0	2	29	29
8324	1	1	0	3	13	2	0	4	0	9
100652824	14	31	29	31	19	6	9	6	29	17
729224	0	0	0	0	4	0	0	0	0	1
7341	1050	1168	661	1026	634	842	990	399	582	1211
51602	745	863	351	583	523	402	827	273	722	744
692110	0	16	4	4	9	0	26	1	8	2
109616995	18	1	5	15	8	6	6	5	5	6
100113392	4	4	0	3	3	2	0	1	3	5
692058	5	48	1	24	5	4	29	8	25	16
107985976	3	1	0	3	2	0	0	1	4	3
659	1795	1678	1340	2040	1250	1927	1574	1122	2357	1510
150864	2358	2189	472	2409	1519	877	2581	767	2988	1710
130026	480	610	73	381	554	112	910	185	739	496
55759	584	434	173	496	290	345	692	168	418	484
79800	960	766	260	1126	807	459	971	308	1156	953
65065	1395	1742	491	1722	1067	764	2346	604	1705	1651
57404	1370	1893	448	1686	1191	793	1629	536	1720	1419
10152	1070	1289	172	1372	858	406	1295	384	1723	983
65059	159	187	20	212	177	57	140	43	359	164
940	6538	5460	915	4971	3709	2713	6871	1462	3953	4769
1493	82	37	77	122	72	114	193	78	88	85
101927840	36	49	12	22	38	21	43	22	60	38
29851	764	911	370	648	437	607	1107	331	447	680
105373845	0	0	0	0	0	0	0	0	0	0
117583	18	11	0	2	73	91	28	34	3	5
8828	53	28	18	73	96	13	24	7	62	39
105373847	0	0	0	0	0	0	0	0	0	0
54891	5935	5302	1684	5892	4326	3153	5180	2068	4440	4788
105373848	2	12	2	5	0	3	7	5	8	11
4719	2119	1926	537	1826	1214	891	1523	551	1792	1825
100329109	45	27	16	72	41	32	60	17	47	39
1933	952	1094	626	961	859	1126	1708	429	697	767
26798	0	0	1	0	0	4	2	0	1	3
619569	0	3	0	4	1	2	3	1	0	1
2825	0	0	10	0	6	0	0	2	2	1
101669764	0	5	5	0	0	0	0	0	0	0
57683	1117	632	208	776	453	431	767	206	641	688
8745	105	63	2	54	60	29	58	27	33	118
200726	0	0	0	0	0	0	0	0	0	0
391475	109	70	28	34	10	25	76	31	13	32
130752	1	0	0	0	0	0	0	0	0	0
22868	748	988	246	753	447	447	807	324	626	749
100423002	2	0	0	0	0	1	0	0	0	0
100422993	2	0	0	0	0	1	0	0	0	0
130749	126	461	86	379	224	107	331	85	232	253
8609	7379	5676	1119	6585	5122	2976	4921	1418	5165	5745
100423036	5	6	0	11	3	3	0	1	2	6
102465835	1	1	1	2	1	4	5	0	0	0
101927865	62	66	9	53	81	30	131	35	74	32
105373853	135	155	24	54	40	36	47	25	34	60
105373852	4	3	2	4	3	0	9	3	3	1
100302130	0	0	0	3	2	0	0	0	0	0
105373851	1	0	0	0	2	0	4	0	19	0
1385	14108	10429	4985	13763	10560	9245	12399	5106	8042	11503
151194	608	616	424	793	653	426	452	240	680	641
102724714	38	21	9	36	8	25	25	13	3	34
151195	531	640	177	644	435	376	493	252	599	453
7855	468	406	315	538	338	580	296	363	570	392
100616361	1	2	0	2	1	1	0	1	13	0
389072	2036	1935	341	1974	1512	681	1869	506	2006	2071
105373854	0	0	0	0	1	0	0	0	0	0
100507443	0	0	0	0	0	0	0	0	0	0
1421	0	0	0	0	0	0	0	0	0	0
1420	0	0	0	0	0	0	0	0	0	0
1419	0	0	0	0	0	0	0	0	0	0
1418	0	0	0	0	0	0	0	0	0	0
389073	1	0	0	0	0	3	0	0	0	0
3417	882	858	965	1230	503	1256	1281	697	635	1150
100507475	0	1	0	0	0	1	0	1	2	1
200576	4187	4012	992	3712	2424	2069	4118	1175	3455	3913
5746	8	0	2	3	2	8	2	3	1	8
105373855	2	0	0	0	3	6	0	1	2	5
101927960	2	24	2	15	1	5	11	6	0	9
105373857	5	0	0	0	0	0	0	0	0	2
105373856	0	0	0	0	1	1	0	1	0	0
4133	43	38	3	18	26	35	37	23	22	33
285175	5	5	0	22	17	3	0	0	1	14
6120	2077	2254	833	2490	1786	1215	3100	877	1645	2239
151050	3001	2554	916	2922	2031	1566	2888	1109	2861	2762
101928020	594	689	105	728	498	223	793	200	626	436
112268429	33	10	6	25	23	20	17	4	15	20
107985977	316	251	189	276	171	250	243	147	255	298
33	0	0	0	1	1	2	0	0	0	0
4632	0	0	0	0	0	0	0	0	0	0
102724820	237	224	30	278	155	64	194	46	198	150
10314	1097	802	276	1025	915	645	1311	401	840	761
1373	44	5	4	12	25	0	48	2	10	18
29034	0	0	0	0	2	1	0	0	0	0
107985978	0	0	0	0	1	0	0	0	0	0
2066	0	0	0	0	4	0	0	0	0	1
100313771	0	0	0	0	0	0	0	0	0	0
107985979	0	0	0	0	0	0	0	0	0	0
102725079	19	23	0	10	5	0	3	1	9	25
100616267	1	0	0	0	0	0	0	0	0	1
100616472	1	0	0	0	0	0	0	0	0	1
102725082	145	101	5	86	123	12	196	26	321	134
107985980	414	247	14	282	141	59	414	42	228	279
22807	4433	3795	467	3080	2564	842	5548	823	3312	3426
105373863	0	0	0	0	0	0	1	2	1	0
105373864	0	0	0	0	0	0	0	0	0	0
107985981	0	0	0	0	11	0	0	0	0	4
100130451	6	1	1	4	12	1	7	5	2	5
79582	257	355	40	409	292	118	356	126	192	348
100616375	0	0	0	0	0	0	0	0	0	0
101928084	0	0	0	0	2	0	0	0	0	0
402117	59	28	1	49	57	1	28	4	31	61
100885780	2	2	0	7	0	0	0	0	0	4
580	590	422	272	659	421	643	744	359	281	587
101928103	0	0	0	4	16	14	1	5	0	2
109617008	0	0	0	1	2	0	0	0	0	0
26154	0	0	0	16	23	4	16	3	10	12
471	127	150	238	618	391	347	326	324	490	142
2335	100	138	22	87	69	32	123	32	134	101
112268430	15	8	1	6	5	5	6	9	16	7
105373868	0	0	0	0	0	0	0	0	0	0
102724849	0	0	0	0	0	0	0	0	0	0
102724861	0	0	2	0	0	3	0	1	7	1
646324	0	44	4	1	11	15	0	5	1	10
105373869	0	0	0	0	8	2	0	0	0	0
105373870	0	0	0	0	3	0	0	0	0	1
55686	162	79	35	124	37	42	164	52	140	112
55825	542	575	83	544	523	274	563	162	828	568
92691	74	100	11	106	94	45	178	20	78	90
7520	11057	9554	3907	10071	6958	7745	10368	3995	7149	10731
150967	358	606	107	491	578	371	601	123	287	278
57574	0	10	0	4	8	0	0	0	0	0
107985983	0	0	1	0	4	0	0	0	2	0
107985985	1	0	0	1	3	1	1	1	1	0
107985984	0	0	0	0	0	0	0	0	0	0
50485	311	318	109	397	242	201	266	168	544	190
100507554	309	472	97	327	182	200	349	110	191	323
6168	4026	5351	1401	3767	3156	2707	6497	1687	2919	5215
101928156	6	12	11	32	9	11	32	8	15	23
101928180	1	1	0	2	4	1	3	1	0	1
105373871	0	0	0	0	9	0	0	0	0	0
101928232	0	0	0	0	0	0	0	0	0	0
3485	0	12	2	3	0	4	3	0	3	3
3488	0	0	0	0	0	4	0	1	0	0
101928278	5	0	0	4	12	0	0	0	0	3
7141	0	0	0	0	5	0	0	0	0	0
105373876	0	0	0	0	0	0	0	0	0	4
101928327	0	0	0	0	0	0	0	0	0	0
105373874	3	0	0	0	2	0	0	0	0	9
105373873	0	0	0	0	1	0	0	0	0	0
105373872	0	0	0	0	0	0	0	0	0	0
105373877	0	6	0	7	10	0	24	2	3	5
729582	100	85	5	97	31	11	125	24	40	41
7145	9683	16508	8301	11599	17472	22262	3724	5239	6217	20680
109623482	0	0	0	0	0	0	0	0	0	0
102465485	10	1	0	0	0	0	0	0	0	0
105373878	0	1	1	1	0	1	0	0	0	0
285180	33	50	106	60	17	105	35	105	16	54
3580	649	807	1471	1467	1029	2109	640	1386	850	695
3579	16605	15043	11718	43662	34693	24535	11295	8616	13970	15239
3577	2879	2861	2027	7366	5044	4198	1808	1832	4064	2498
101928487	80	123	16	16	21	10	2	20	15	52
10109	26122	20975	12913	22870	17680	21446	24705	8665	13299	19904
100189253	12	0	1	1	3	0	0	1	3	0
151306	177	392	371	459	163	283	284	249	199	353
14	534	396	179	423	360	273	745	215	652	411
25953	410	380	241	778	344	331	279	175	366	295
64114	4928	4182	1209	3807	3312	2821	3651	1121	2170	3890
102465256	35	35	7	52	36	37	27	12	24	28
105373881	0	0	0	0	0	0	0	1	0	1
105373880	4	19	3	32	48	4	20	1	7	11
103689911	0	0	0	9	0	1	8	1	2	1
102466197	0	0	0	0	0	0	0	0	0	0
375307	24	88	10	85	33	26	30	8	77	40
101928513	1	9	1	14	3	6	0	1	6	6
6556	7878	9329	2042	10950	5499	3044	2670	1370	4764	10086
58190	1292	1567	438	1683	1023	682	1472	528	1234	1574
407017	0	14	0	4	0	0	4	0	0	1
7429	384	283	123	261	210	217	476	125	267	338
57695	1085	1111	422	1193	867	663	1534	441	1263	1167
9125	1237	1583	355	1243	804	737	1366	515	1336	1390
84812	115	87	6	150	80	42	109	34	78	83
7701	1280	1342	295	1665	1017	583	1151	438	1619	940
617	79	101	27	73	61	31	60	28	100	71
64320	392	357	98	379	227	175	321	92	248	276
27148	41	108	24	78	79	22	138	29	99	94
9654	905	1086	254	1448	950	525	1335	291	719	761
1593	519	256	52	679	314	136	345	63	130	173
107985986	31	33	0	138	29	6	120	5	15	13
53632	47	58	2	93	57	9	32	6	38	41
103504730	0	0	0	0	0	0	0	0	0	0
7475	0	1	0	0	0	1	7	0	0	0
80326	21	27	8	10	11	5	14	6	6	10
107984111	1	24	0	8	7	0	0	1	1	6
105373882	0	0	0	1	9	0	0	1	0	8
101928537	0	0	0	0	0	0	0	0	6	1
8941	0	0	0	0	0	0	0	0	0	0
151300	0	0	0	0	0	0	0	0	0	0
54738	0	0	0	0	1	0	0	0	0	0
1412	0	0	0	0	0	0	0	0	0	0
494324	0	0	0	0	0	0	0	0	0	0
100129175	0	0	0	0	0	0	0	0	0	0
255101	0	2	0	0	4	0	0	0	0	1
107985987	0	0	0	0	1	0	0	0	0	5
3549	42	1	0	0	1	0	0	0	0	0
100422957	0	0	0	0	0	0	0	0	0	0
79840	356	311	101	270	289	179	411	129	306	219
151295	39	80	8	63	28	13	46	16	64	48
27013	1081	2186	547	1657	1197	1143	1157	430	1131	1506
79137	1747	1609	446	1873	1269	1081	1299	426	1043	1649
130617	505	563	189	614	450	418	565	214	440	578
10058	31	14	20	24	36	18	40	10	45	39
79065	2378	2877	997	3602	2049	2035	1752	772	1257	2090
55139	901	993	209	837	554	359	1185	251	551	848
79411	157	89	24	116	71	84	193	38	169	116
8576	732	785	248	675	652	477	613	231	371	614
7277	2030	2284	822	3202	2303	2036	2154	979	1430	2355
80086	15	16	13	30	22	21	16	10	13	21
3300	451	1052	485	722	480	778	706	312	412	626
5798	1	5	2	0	9	10	5	4	6	9
406944	0	0	0	0	0	0	0	0	0	0
389075	0	0	0	0	6	0	0	0	0	0
107985835	0	0	0	0	0	0	0	0	0	0
105373883	0	18	1	11	0	1	1	0	3	6
23549	333	364	212	397	124	289	433	243	610	249
105373884	0	0	0	2	1	0	0	0	5	0
1674	1	0	0	3	8	0	5	2	0	5
10290	51	69	14	53	73	23	16	15	38	26
105373885	0	0	1	0	2	0	0	0	0	0
100996693	2	1	3	2	3	2	1	1	4	6
29926	279	360	157	264	223	231	408	178	280	391
55515	0	5	0	0	3	0	0	0	0	22
79586	40	68	4	64	30	10	38	16	39	42
130612	0	3	0	0	3	3	36	1	1	2
100423039	0	0	0	0	0	0	0	0	0	0
23363	1	61	0	7	5	0	3	0	0	6
3623	0	0	0	0	0	0	0	0	0	0
114790	559	485	146	424	219	224	214	113	281	310
6508	10	9	0	11	5	4	1	2	13	15
105373886	0	0	0	0	0	0	0	0	0	0
105373887	0	0	0	0	0	0	0	0	0	0
105373888	0	0	0	0	0	0	0	0	0	0
105373889	0	0	0	0	0	0	0	0	0	0
105373890	0	0	0	0	0	0	0	0	0	0
100422959	0	0	0	0	0	0	0	0	0	0
105373891	0	0	0	0	0	0	0	0	0	0
105373893	0	0	0	0	0	0	0	0	0	0
105373894	0	0	0	0	0	0	0	0	0	0
105373895	0	0	0	0	1	0	0	0	0	0
105373896	0	0	0	0	0	0	0	0	0	0
107985989	0	0	0	0	0	0	0	0	0	1
107985988	0	0	0	0	1	0	0	0	0	0
107985990	0	0	0	0	0	0	0	0	0	0
2043	638	297	25	433	296	154	518	126	447	625
105373897	0	0	0	0	0	0	0	0	0	0
105373899	0	0	0	0	1	0	0	0	0	1
105373898	0	0	0	0	0	0	0	0	0	0
105373900	0	0	0	0	0	0	0	0	0	0
5077	0	0	0	2	0	3	0	3	0	2
107985991	0	0	0	0	0	0	0	0	0	0
151278	0	0	0	0	0	9	0	0	0	1
440934	0	0	0	0	1	0	0	0	0	15
130367	238	164	14	176	90	70	146	59	190	117
10056	1137	1142	311	957	822	628	1151	436	739	806
105373902	19	12	0	37	16	9	19	16	21	19
116255	2	4	13	2	1	1	4	2	0	6
105373903	0	0	0	0	0	0	0	0	0	2
2181	1333	1217	885	1047	900	1406	1076	687	1087	1613
105373904	48	30	10	23	50	25	24	29	13	34
23704	0	0	0	0	0	0	0	0	0	0
105373905	0	0	0	0	13	0	0	0	0	0
105373906	0	0	0	0	0	0	0	0	0	0
105373907	0	0	0	0	0	0	0	0	0	0
7857	1	0	0	3	0	2	0	0	5	4
130340	53	75	71	123	70	144	103	64	104	60
57590	3881	2664	4523	3550	1938	8927	3180	3780	3060	2658
65080	536	539	748	561	273	1301	626	602	399	428
5270	43	63	27	80	30	110	87	31	47	40
105373908	0	0	0	0	0	0	0	0	0	0
79843	20	8	2	25	34	11	6	8	15	19
8452	6001	3932	1344	4907	3133	2876	4578	1448	3774	4293
105373909	0	0	0	0	0	0	0	0	0	0
105373910	0	0	0	0	0	0	0	0	0	0
105373911	0	0	0	0	0	0	0	0	0	0
55619	9809	9666	2473	9255	6064	3718	10477	3109	11579	6791
100616207	17	9	5	9	13	3	3	5	23	17
57624	9	2	8	8	16	2	4	0	9	6
105373914	0	1	0	0	1	0	0	0	1	0
107985992	0	0	0	0	0	0	0	0	0	0
646736	0	0	1	0	0	0	0	0	0	0
105373915	0	0	0	0	0	0	0	0	0	0
100847053	0	0	0	0	0	0	0	0	0	0
3667	117	202	38	263	74	126	211	69	132	95
84236	791	1147	542	1519	688	960	1134	569	967	1093
1286	330	285	35	282	225	91	220	108	269	255
1285	322	289	20	363	184	47	319	57	171	143
654841	19	11	0	7	4	5	11	4	15	11
56947	2014	1919	890	1719	1296	1477	2169	706	1005	1604
79853	112	128	53	167	133	76	92	49	65	158
100847081	2	2	0	2	1	1	2	1	1	2
3267	6396	6038	2680	6487	4941	3880	5991	2636	3865	6401
56918	0	0	0	4	0	0	0	0	0	2
729968	0	0	1	0	0	0	0	0	0	0
80704	1	0	0	0	1	1	2	0	0	0
6364	0	0	2	0	4	0	0	0	0	7
164781	0	0	0	1	0	0	0	0	0	0
105373918	0	0	0	0	2	0	0	0	0	0
80309	0	0	0	0	4	1	0	0	0	0
107985993	0	0	0	0	1	0	0	0	0	3
101928765	0	0	0	0	0	0	0	0	0	0
105373921	0	0	0	0	2	0	0	0	0	0
105373920	0	0	0	0	0	0	0	0	0	0
105373919	0	0	0	0	1	0	0	0	0	0
55022	1449	1138	110	821	658	95	1146	97	1949	1357
92737	3	0	0	0	5	0	0	3	0	4
107985994	0	0	0	0	0	0	0	0	0	0
105373923	1	0	0	0	3	0	0	0	0	1
9320	14667	12252	5003	13998	8958	9834	13015	4969	10907	12524
130888	38	43	6	55	19	5	52	9	37	32
105373924	6	0	0	5	0	0	0	0	0	0
107985996	0	0	0	2	0	1	0	0	1	0
151473	48	18	1	72	44	10	6	3	44	39
107985995	0	1	0	0	1	0	0	0	0	7
107985997	71	1	3	8	1	1	0	1	2	2
3431	10990	12703	11164	12753	8429	14895	8915	8608	10052	12307
11262	2432	2399	2676	2597	1531	3321	2495	2139	2860	1983
93349	1194	1532	550	1716	770	830	1340	571	1204	1106
105373925	218	321	99	400	175	153	239	131	249	244
6672	8974	8900	5877	8843	5890	10511	8078	5717	8209	10259
101928816	356	321	216	383	284	332	223	195	255	407
112268431	3	0	0	3	11	1	1	1	0	0
151475	6	4	7	3	10	1	1	0	0	2
51719	8844	7162	4840	11579	7540	8236	7634	3336	5461	8943
81618	675	465	136	749	267	126	633	272	331	584
151484	3	15	0	0	14	2	2	4	7	5
9290	86	167	20	125	125	87	330	51	175	106
348761	2	16	0	11	2	10	75	12	39	16
130560	0	0	0	6	5	0	0	1	0	3
257407	0	0	0	0	3	0	0	0	1	1
112268432	52	146	41	98	52	61	126	20	55	66
5707	2070	1877	806	2206	1002	1069	2189	732	1402	1642
3357	326	403	58	372	245	123	410	119	310	290
80210	8	33	4	27	33	8	13	5	77	15
100616317	0	0	0	0	0	0	0	0	0	0
93010	48	33	7	50	11	5	90	3	27	27
4691	1164	1892	987	2117	1356	953	1802	912	2365	1820
654321	0	0	0	0	1	2	2	0	1	1
6082	9	15	3	11	0	1	7	2	11	6
25826	10	46	11	18	10	5	4	7	12	35
107985998	31	0	0	5	46	35	3	3	53	10
151477	0	1	0	1	12	3	14	1	6	4
10316	283	903	24	397	308	37	536	70	297	191
105376787	0	0	0	0	0	0	0	0	0	1
165100	0	0	0	0	1	0	0	0	0	0
105373928	0	0	0	0	0	1	0	0	2	1
5757	21491	22272	6992	16712	10079	11294	23465	6754	11494	17046
100302285	362	355	307	334	327	439	831	254	560	467
5147	886	792	261	744	509	592	891	270	542	760
64708	975	1437	259	1056	729	485	923	354	952	804
100302126	0	0	0	0	0	0	0	0	0	0
4880	0	0	0	0	1	0	0	0	0	0
129563	490	341	109	339	251	118	433	154	458	321
693147	21	10	0	7	7	0	0	3	1	12
250	0	0	0	0	0	0	0	0	0	0
347694	0	0	0	0	2	0	0	0	0	0
251	0	0	0	0	3	0	0	0	0	0
107985999	0	0	0	0	0	0	1	0	0	0
248	0	0	0	0	0	0	0	0	0	5
9427	0	0	0	0	1	0	0	0	0	0
646960	0	0	0	0	6	1	0	0	0	0
1144	45	37	7	29	29	3	24	5	32	21
1146	329	603	44	309	151	109	270	64	240	332
